contract_version,dataset,target,model,model_label,contrast,candidate_condition,reference_condition,demographic_fields,delta_definition,training_seed_treatment,n_subjects,n_measurements_per_seed,n_training_seeds,training_seeds,reference_seed_mode,seed_17_delta_mae,seed_23_delta_mae,seed_42_delta_mae,seed_delta_mae_sample_sd,delta_mae_candidate_minus_reference,ci_low,ci_high,bootstrap_probability_candidate_better,bootstrap_method,bootstrap_replicates,bootstrap_confidence,bootstrap_seed
source-faithful-v3,PulseDB-MIMIC,dbp,papagei_s,PaPaGei-S,finetuned_vs_frozen_with_demographics,finetuned_demographics,frozen_demographics,age/sex,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,300,3000,3,17/23/42,deterministic_reference_reused_across_seeds,-0.06643659418363317,-0.09401064342132079,-0.10882634842146333,0.021512494704075697,-0.08975786200880574,-0.28819831737983953,0.10377395382847372,0.8161,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,1041885621
source-faithful-v3,PulseDB-MIMIC,dbp,pulseppg,Pulse-PPG,finetuned_vs_frozen_with_demographics,finetuned_demographics,frozen_demographics,age/sex,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,300,3000,3,17/23/42,deterministic_reference_reused_across_seeds,0.3280283613941315,0.33009595708852646,0.35721572143273195,0.016287308740568582,0.3384466799717966,0.027334105246765304,0.6482558287134265,0.0165,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,2246138978
source-faithful-v3,PulseDB-MIMIC,sbp,anyppg,AnyPPG,finetuned_vs_frozen_with_demographics,finetuned_demographics,frozen_demographics,age/sex,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,300,3000,3,17/23/42,deterministic_reference_reused_across_seeds,0.538773981565038,0.1845210310149602,0.18693955426865616,0.2038334558976754,0.3034115222828847,-0.057358519131106615,0.6795729328819545,0.0499,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,2532327063
source-faithful-v3,PulseDB-MIMIC,sbp,papagei_p,PaPaGei-P,finetuned_vs_frozen_with_demographics,finetuned_demographics,frozen_demographics,age/sex,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,300,3000,3,17/23/42,deterministic_reference_reused_across_seeds,0.005527901205204652,0.0025576751087871465,-0.055023855449225986,0.034134464837376664,-0.01564609304507807,-0.4697990412926032,0.46052022267185,0.5233,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,3317222277
source-faithful-v3,PulseDB-MIMIC,sbp,papagei_s,PaPaGei-S,finetuned_vs_frozen_with_demographics,finetuned_demographics,frozen_demographics,age/sex,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,300,3000,3,17/23/42,deterministic_reference_reused_across_seeds,0.2945322296489801,0.45017386141725513,0.4053989530296613,0.08012546444356002,0.3833683480319655,-0.07199091011693588,0.8193116952210261,0.0456,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,641471355
source-faithful-v3,PulseDB-MIMIC,sbp,pulseppg,Pulse-PPG,finetuned_vs_frozen_with_demographics,finetuned_demographics,frozen_demographics,age/sex,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,300,3000,3,17/23/42,deterministic_reference_reused_across_seeds,0.6721748481756578,0.6643951441282002,0.7515058637636011,0.048204791090855174,0.6960252853558195,0.23866043979166143,1.1411227006532314,0.0016,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,792435385
source-faithful-v3,PulseDB-Vital,dbp,anyppg,AnyPPG,finetuned_vs_frozen_with_demographics,finetuned_demographics,frozen_demographics,age/sex/BMI,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,300,3000,3,17/23/42,deterministic_reference_reused_across_seeds,0.19194651479583866,0.17907668240020216,0.33694680383769354,0.08766764098077229,0.2359900003445781,0.09263009536594168,0.3770217662090303,0.0005,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,280521477
source-faithful-v3,PulseDB-Vital,dbp,papagei_p,PaPaGei-P,finetuned_vs_frozen_with_demographics,finetuned_demographics,frozen_demographics,age/sex/BMI,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,300,3000,3,17/23/42,deterministic_reference_reused_across_seeds,-0.04155082149164078,-0.013354741752541945,-0.04674271036635661,0.017966316033520852,-0.033882757870179775,-0.20809605601130737,0.13950302513279714,0.6458,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,856915306
source-faithful-v3,PulseDB-Vital,dbp,papagei_s,PaPaGei-S,finetuned_vs_frozen_with_demographics,finetuned_demographics,frozen_demographics,age/sex/BMI,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,300,3000,3,17/23/42,deterministic_reference_reused_across_seeds,0.5756760112522501,0.4934848272018763,0.5229054457014866,0.04164471978744616,0.5306887613852044,0.2452757680198674,0.810535586136153,0.0,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,1893788624
source-faithful-v3,PulseDB-Vital,dbp,pulseppg,Pulse-PPG,finetuned_vs_frozen_with_demographics,finetuned_demographics,frozen_demographics,age/sex/BMI,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,300,3000,3,17/23/42,deterministic_reference_reused_across_seeds,0.1831983365806961,0.08668581066013752,0.10217339247530158,0.05183238115523634,0.12401917990537836,-0.12803823393983976,0.381536841506079,0.1711,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,4164485317
source-faithful-v3,PulseDB-Vital,sbp,anyppg,AnyPPG,finetuned_vs_frozen_with_demographics,finetuned_demographics,frozen_demographics,age/sex/BMI,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,300,3000,3,17/23/42,deterministic_reference_reused_across_seeds,0.5976394588916706,0.6863274964787589,0.4667055392150587,0.11048609523771818,0.5835574981951628,0.28777073347332555,0.8783455229186663,0.0001,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,375671029
source-faithful-v3,PulseDB-Vital,sbp,papagei_p,PaPaGei-P,finetuned_vs_frozen_with_demographics,finetuned_demographics,frozen_demographics,age/sex/BMI,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,300,3000,3,17/23/42,deterministic_reference_reused_across_seeds,0.2381932538991293,0.18284978804626748,0.2520548548429707,0.0366159902767205,0.2243659655961225,-0.12054112096460701,0.5768311844805407,0.0941,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,1926911078
source-faithful-v3,PulseDB-Vital,sbp,papagei_s,PaPaGei-S,finetuned_vs_frozen_with_demographics,finetuned_demographics,frozen_demographics,age/sex/BMI,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,300,3000,3,17/23/42,deterministic_reference_reused_across_seeds,0.143691032092106,0.12444271030462702,0.2057368484253061,0.04248316942992755,0.15795686360734637,-0.07955266903116365,0.4009101840628548,0.0981,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,793274289
source-faithful-v3,PulseDB-Vital,sbp,pulseppg,Pulse-PPG,finetuned_vs_frozen_with_demographics,finetuned_demographics,frozen_demographics,age/sex/BMI,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,300,3000,3,17/23/42,deterministic_reference_reused_across_seeds,-0.17474758584213992,-0.15660369326436915,-0.07949498237156653,0.05057669522837864,-0.13694875382602523,-0.5072140088676481,0.23765996924249383,0.7614,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,3939578319
source-faithful-v3,BUT PPG,dbp,anyppg,AnyPPG,finetuned_vs_frozen_without_demographics,finetuned,frozen,none,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,38,66,3,17/23/42,deterministic_reference_reused_across_seeds,-0.34474124042853305,-0.6194514724483403,-0.626290142797874,0.16061458184834204,-0.5301609518915824,-1.1395614469837994,0.06500059408114822,0.9582,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,2779709650
source-faithful-v3,BUT PPG,dbp,papagei_p,PaPaGei-P,finetuned_vs_frozen_without_demographics,finetuned,frozen,none,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,38,66,3,17/23/42,deterministic_reference_reused_across_seeds,-0.6108433594666862,-0.6346576062153693,-0.6351436755588903,0.013891604021823779,-0.6268815470803152,-1.2628168055008315,-0.09123440804736446,0.992,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,86962199
source-faithful-v3,BUT PPG,dbp,papagei_s,PaPaGei-S,finetuned_vs_frozen_without_demographics,finetuned,frozen,none,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,38,66,3,17/23/42,deterministic_reference_reused_across_seeds,0.04633391891815501,0.04931071658547325,0.08261976546652636,0.020145374661215614,0.05942146699005154,-0.2512965229754739,0.4308176684439135,0.3724,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,3753325162
source-faithful-v3,BUT PPG,dbp,pulseppg,Pulse-PPG,finetuned_vs_frozen_without_demographics,finetuned,frozen,none,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,38,66,3,17/23/42,deterministic_reference_reused_across_seeds,-0.625646486741999,-0.6137516944711481,-0.6258803573641769,0.006935959945666573,-0.621759512859108,-1.134753367099656,-0.07572610354819224,0.9872,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,980962762
source-faithful-v3,BUT PPG,sbp,anyppg,AnyPPG,finetuned_vs_frozen_without_demographics,finetuned,frozen,none,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,38,66,3,17/23/42,deterministic_reference_reused_across_seeds,-1.4851938536202984,-0.8041894276665013,-1.6162982754751625,0.4359809205090803,-1.3018938522539871,-2.3567859666478403,-0.3304852553057159,0.9955,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,1256967262
source-faithful-v3,BUT PPG,sbp,papagei_p,PaPaGei-P,finetuned_vs_frozen_without_demographics,finetuned,frozen,none,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,38,66,3,17/23/42,deterministic_reference_reused_across_seeds,-0.478154465406772,-0.4375617618175619,-0.5154379486364825,0.03894980996932035,-0.47705139195360546,-1.2920451663720218,0.28630989733245454,0.881,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,2192050033
source-faithful-v3,BUT PPG,sbp,papagei_s,PaPaGei-S,finetuned_vs_frozen_without_demographics,finetuned,frozen,none,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,38,66,3,17/23/42,deterministic_reference_reused_across_seeds,0.25696974807517603,0.13395147511600838,0.22696767460190084,0.06414259279312956,0.20596296593102842,-0.6593280382087007,0.9874761540029244,0.2952,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,963853592
source-faithful-v3,BUT PPG,sbp,pulseppg,Pulse-PPG,finetuned_vs_frozen_without_demographics,finetuned,frozen,none,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,38,66,3,17/23/42,deterministic_reference_reused_across_seeds,-0.5992952850420965,-0.5943751659521211,-0.5795281884107301,0.010290597838220169,-0.5910662131349825,-1.5228488744259714,0.14863044488208582,0.9346,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,1629830428
source-faithful-v3,PPG-BP,dbp,anyppg,AnyPPG,finetuned_vs_frozen_without_demographics,finetuned,frozen,none,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,219,219,3,17/23/42,deterministic_reference_reused_across_seeds,0.4468057902394528,0.2788237750187533,0.4719459698437146,0.10499695884655597,0.39919184503397354,-0.12012703294450189,0.9060926750155613,0.0641,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,1402217136
source-faithful-v3,PPG-BP,dbp,papagei_p,PaPaGei-P,finetuned_vs_frozen_without_demographics,finetuned,frozen,none,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,219,219,3,17/23/42,deterministic_reference_reused_across_seeds,0.14061147363851165,0.14215730621081024,0.16582831229909048,0.014133854626431783,0.1495323640494708,-0.17900646394674213,0.4716335191827825,0.1938,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,1541563976
source-faithful-v3,PPG-BP,dbp,papagei_s,PaPaGei-S,finetuned_vs_frozen_without_demographics,finetuned,frozen,none,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,219,219,3,17/23/42,deterministic_reference_reused_across_seeds,0.27271119854417886,0.2622894999140404,0.17814466734174272,0.051852022581282145,0.23771512193332064,-0.05411779739413753,0.5286523046503276,0.0569,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,916843918
source-faithful-v3,PPG-BP,dbp,pulseppg,Pulse-PPG,finetuned_vs_frozen_without_demographics,finetuned,frozen,none,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,219,219,3,17/23/42,deterministic_reference_reused_across_seeds,0.32689861295328515,0.30649521417094167,0.3730685216290838,0.0341075857029861,0.3354874495844369,-0.1436277243108441,0.8101335932033719,0.0832,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,2078609295
source-faithful-v3,PPG-BP,sbp,anyppg,AnyPPG,finetuned_vs_frozen_without_demographics,finetuned,frozen,none,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,219,219,3,17/23/42,deterministic_reference_reused_across_seeds,2.0565339034775514,2.222657719307079,2.3787153403116466,0.1611169251919498,2.2193023210320924,1.241089838427376,3.200052914882643,0.0,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,4262657894
source-faithful-v3,PPG-BP,sbp,papagei_p,PaPaGei-P,finetuned_vs_frozen_without_demographics,finetuned,frozen,none,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,219,219,3,17/23/42,deterministic_reference_reused_across_seeds,1.983588089010863,1.990189504535979,1.9788232503502863,0.005707803264104701,1.9842002812990425,1.1501092089340772,2.814896967589076,0.0,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,2638196951
source-faithful-v3,PPG-BP,sbp,papagei_s,PaPaGei-S,finetuned_vs_frozen_without_demographics,finetuned,frozen,none,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,219,219,3,17/23/42,deterministic_reference_reused_across_seeds,1.9025636696788866,1.8969315159498148,1.8435778538493577,0.03255165352746501,1.8810243464926866,0.8676040305454571,2.8405110922543537,0.0001,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,2699079279
source-faithful-v3,PPG-BP,sbp,pulseppg,Pulse-PPG,finetuned_vs_frozen_without_demographics,finetuned,frozen,none,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,219,219,3,17/23/42,deterministic_reference_reused_across_seeds,2.6451333428672648,2.634459368742456,2.6197474418018167,0.012746362166179727,2.6331133844705126,1.506631767621128,3.7833128289564244,0.0,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,3721983920
source-faithful-v3,PulseDB-MIMIC,dbp,anyppg,AnyPPG,finetuned_vs_frozen_without_demographics,finetuned,frozen,none,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,300,3000,3,17/23/42,deterministic_reference_reused_across_seeds,0.3130178014463478,0.3820335359118676,0.293698016522304,0.046439189052549186,0.32958311796017314,0.09392102907067476,0.5590203484690586,0.0025,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,3970540438
source-faithful-v3,PulseDB-MIMIC,dbp,papagei_p,PaPaGei-P,finetuned_vs_frozen_without_demographics,finetuned,frozen,none,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,300,3000,3,17/23/42,deterministic_reference_reused_across_seeds,0.00956887937356917,-0.028284402983037468,-0.007321936513749687,0.01896310297650108,-0.008679153374405986,-0.20443142184320687,0.1799265482195536,0.5388,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,2781661001
source-faithful-v3,PulseDB-MIMIC,dbp,papagei_s,PaPaGei-S,finetuned_vs_frozen_without_demographics,finetuned,frozen,none,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,300,3000,3,17/23/42,deterministic_reference_reused_across_seeds,0.020070045877321654,0.03272418766471894,0.004840806217871645,0.013961494702042157,0.019211679919970755,-0.1704186458177828,0.21557230969607816,0.4134,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,1259945326
source-faithful-v3,PulseDB-MIMIC,dbp,pulseppg,Pulse-PPG,finetuned_vs_frozen_without_demographics,finetuned,frozen,none,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,300,3000,3,17/23/42,deterministic_reference_reused_across_seeds,0.0014893106953541373,0.026218176165468055,0.0614107233272601,0.030112588328297437,0.029706070062694087,-0.21872316080500284,0.2861249982427982,0.4012,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,2754927085
source-faithful-v3,PulseDB-MIMIC,sbp,anyppg,AnyPPG,finetuned_vs_frozen_without_demographics,finetuned,frozen,none,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,300,3000,3,17/23/42,deterministic_reference_reused_across_seeds,0.1245440286869718,0.5074334311944035,0.29132176309413504,0.1919736788970322,0.30776640765850344,-0.03984711348639749,0.6548686853139905,0.0412,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,578103553
source-faithful-v3,PulseDB-MIMIC,sbp,papagei_p,PaPaGei-P,finetuned_vs_frozen_without_demographics,finetuned,frozen,none,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,300,3000,3,17/23/42,deterministic_reference_reused_across_seeds,0.06490524688665276,0.04055790751266123,-0.08045788144662754,0.07785462220368289,0.008335090984228861,-0.4563167366307793,0.44937985669029484,0.4892,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,2142516498
source-faithful-v3,PulseDB-MIMIC,sbp,papagei_s,PaPaGei-S,finetuned_vs_frozen_without_demographics,finetuned,frozen,none,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,300,3000,3,17/23/42,deterministic_reference_reused_across_seeds,0.21697079888336263,0.28041014470479925,0.33875184325395935,0.0609083015084235,0.27871092894737376,-0.14245627899308208,0.7005541682490073,0.0964,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,2309279641
source-faithful-v3,PulseDB-MIMIC,sbp,pulseppg,Pulse-PPG,finetuned_vs_frozen_without_demographics,finetuned,frozen,none,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,300,3000,3,17/23/42,deterministic_reference_reused_across_seeds,0.7806225118361548,0.8789625849411188,0.6052801243776678,0.1386348994289177,0.7549550737183138,0.29769973753285867,1.2099620799379172,0.0005,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,3732094651
source-faithful-v3,PulseDB-Vital,dbp,anyppg,AnyPPG,finetuned_vs_frozen_without_demographics,finetuned,frozen,none,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,300,3000,3,17/23/42,deterministic_reference_reused_across_seeds,0.3369708219751496,0.26000452989234674,0.5696620159605668,0.16122280677860285,0.38887912260935437,0.20622837253982565,0.5644483228446981,0.0,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,3679661295
source-faithful-v3,PulseDB-Vital,dbp,papagei_p,PaPaGei-P,finetuned_vs_frozen_without_demographics,finetuned,frozen,none,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,300,3000,3,17/23/42,deterministic_reference_reused_across_seeds,-0.13502347066823542,-0.09521993573807527,-0.1519383097199585,0.029118742876456005,-0.12739390537542306,-0.2828285440030803,0.028570231640985357,0.9444,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,557225023
source-faithful-v3,PulseDB-Vital,dbp,papagei_s,PaPaGei-S,finetuned_vs_frozen_without_demographics,finetuned,frozen,none,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,300,3000,3,17/23/42,deterministic_reference_reused_across_seeds,0.4586665324455914,0.44696126395718094,0.45193437469271125,0.005874621814541007,0.45252072369849455,0.17171178366216713,0.7423894400050993,0.0005,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,159809395
source-faithful-v3,PulseDB-Vital,dbp,pulseppg,Pulse-PPG,finetuned_vs_frozen_without_demographics,finetuned,frozen,none,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,300,3000,3,17/23/42,deterministic_reference_reused_across_seeds,-0.034289164073815076,-0.10496987432203345,-0.10732612324973813,0.04150444176203185,-0.08219505388186221,-0.30936033169051375,0.13889716693088364,0.7684,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,2103692276
source-faithful-v3,PulseDB-Vital,sbp,anyppg,AnyPPG,finetuned_vs_frozen_without_demographics,finetuned,frozen,none,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,300,3000,3,17/23/42,deterministic_reference_reused_across_seeds,0.70476052661711,0.5609204420104252,1.0048536920553917,0.22650335110762812,0.7568448868943088,0.43309451990745373,1.074745371536967,0.0,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,970463732
source-faithful-v3,PulseDB-Vital,sbp,papagei_p,PaPaGei-P,finetuned_vs_frozen_without_demographics,finetuned,frozen,none,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,300,3000,3,17/23/42,deterministic_reference_reused_across_seeds,0.21226147241692886,0.24274775663107168,0.30248548608855363,0.04589550175659617,0.2524982383788514,-0.0845903991690424,0.5907596253054618,0.0686,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,1761481297
source-faithful-v3,PulseDB-Vital,sbp,papagei_s,PaPaGei-S,finetuned_vs_frozen_without_demographics,finetuned,frozen,none,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,300,3000,3,17/23/42,deterministic_reference_reused_across_seeds,0.34391817868457397,0.34594619084142914,0.36912077221703393,0.014002052087731484,0.35299504724767894,0.051794030031183755,0.6607948131652187,0.0105,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,4227235975
source-faithful-v3,PulseDB-Vital,sbp,pulseppg,Pulse-PPG,finetuned_vs_frozen_without_demographics,finetuned,frozen,none,candidate_minus_reference_participant_macro_mae,fixed_mean_of_seed_17_23_42_deltas_within_draw,300,3000,3,17/23/42,deterministic_reference_reused_across_seeds,-0.21718108260341146,-0.18540047498018333,-0.1441492803230713,0.03661810168449303,-0.18224361263555536,-0.5367531518205018,0.16865686016097778,0.8494,participant_paired_percentile_fixed_oof_mean_of_3_seed_deltas,10000,0.95,3535768057
