dataset,model,condition,target,preprocessing_policy,padding_policy,padding_required,pretraining_overlap,source_fidelity,contract_version,demographic_fields,seed,n_subjects,n_measurements,mae,rmse,bias,error_std,r2,pearson,calibration_slope,calibration_intercept,mae_ci_low,mae_ci_high,rmse_ci_low,rmse_ci_high,bias_ci_low,bias_ci_high,error_std_ci_low,error_std_ci_high,r2_ci_low,r2_ci_high,pearson_ci_low,pearson_ci_high,calibration_slope_ci_low,calibration_slope_ci_high,calibration_intercept_ci_low,calibration_intercept_ci_high,n_seeds,aggregation_mode,bootstrap_mode
BUT PPG,pulseppg,frozen,sbp,official_ppgbp_script_equivalent,none,False,none,source_consistent_adaptation,source-faithful-v3,none,20260715,38.0,66.0,12.811407903351164,15.538672755579654,0.34068002778515427,15.53493766075879,-0.1332197045871364,-0.115319609439354,-0.4323210675002981,174.17429285457436,10.490929316847302,15.19497392659364,12.969590710254078,17.938963841197296,-4.4329580210390525,4.937017634238858,12.787191025631078,17.80764712085935,-0.3730869382900611,-0.024536860950543127,-0.3023491878108993,0.07989423561049507,-1.176313734949805,0.3516750160511144,79.29435651237301,265.3424010348256,1,single_deterministic_fit,participant_resample_within_seed
BUT PPG,pulseppg,frozen_demographics,dbp,official_ppgbp_script_equivalent,none,False,none,source_consistent_adaptation,source-faithful-v3,age/sex/BMI,20260715,38.0,66.0,6.633329136286944,8.114118682014288,-0.8941685658517402,8.064699905244826,-0.06192995797373291,0.022318158375362294,0.09114052157737448,69.130897994894,5.397487962033132,7.942690911789968,6.721308352407917,9.459711536773687,-3.1963421862007073,1.4136827397367355,6.624419920683154,9.335682670066351,-0.2923335537920344,0.04112232920840691,-0.19680883282813155,0.23464058147343156,-0.7984291658412574,0.9839151407399508,0.5490781141589886,135.85158440182096,1,single_deterministic_fit,participant_resample_within_seed
BUT PPG,pulseppg,frozen_demographics,sbp,official_ppgbp_script_equivalent,none,False,none,source_consistent_adaptation,source-faithful-v3,age/sex/BMI,20260715,38.0,66.0,10.25015715887381,12.712367450627744,-0.7818680801099477,12.688300457708468,0.24152870060005804,0.5643539040471122,0.6746106299676965,40.062264976999415,8.39180715200402,12.258211218054063,10.720603682802953,14.586945267618876,-4.269171732089104,2.6913974159586234,10.586869592172091,14.420453261717915,-0.14530816932337798,0.4712450372291754,0.3327458197629309,0.7148900167232918,0.4252681513543078,0.9340861650729138,7.610734480660055,70.5397041402696,1,single_deterministic_fit,participant_resample_within_seed
PPG-BP,anyppg,finetuned,dbp,source_consistent_filter_resample_zscore_adaptation,zero,True,none,source_consistent_adaptation,source-faithful-v3,none,17,219.0,219.0,8.792054881278538,11.287775112634744,-0.9817894748858447,11.244996950662978,-0.036769282415111126,-0.030881996649615388,-0.21751679709496957,87.26419225366037,7.905350045700148,9.751602050761033,10.142268972403617,12.421777367192936,-2.4216893050228316,0.4524702162480953,10.094366390596669,12.312858292171603,-0.08735949466277235,-0.0022313358474508674,-0.16068807661101867,0.09440212768137786,-1.1517307236079044,0.642559409167892,26.6467307162401,153.05827744294763,1,single_neural_seed,participant_resample_within_seed
PPG-BP,anyppg,finetuned,dbp,source_consistent_filter_resample_zscore_adaptation,zero,True,none,source_consistent_adaptation,source-faithful-v3,none,23,219.0,219.0,8.62407286605784,11.001067480666894,-0.2791212313546425,10.997525951430788,0.015229382797430246,0.12731935573489633,0.8723827848374942,9.41271005749102,7.731312051522074,9.57125614486301,9.87703417112168,12.15026992977241,-1.6837915294901065,1.2032990169710818,9.859018027362302,12.077207054825067,-0.026171160187241565,0.0445855731485695,0.01347792610116245,0.2379127766936834,0.09569439146548991,1.695018063507628,-49.9494677616398,64.44491963306113,1,single_neural_seed,participant_resample_within_seed
PPG-BP,anyppg,finetuned,dbp,source_consistent_filter_resample_zscore_adaptation,zero,True,none,source_consistent_adaptation,source-faithful-v3,none,42,219.0,219.0,8.817195060882801,11.200727536570243,0.1388060076103498,11.199867420676648,-0.020840497550900894,-0.010679321439120227,-0.07997395415309762,77.60648976300108,7.890269601484016,9.732992989764076,10.054011953200373,12.300204450032853,-1.4173097624809743,1.5969183862252665,10.01230580824379,12.268691007133851,-0.0648152611085878,0.006954727341740409,-0.1351852614150841,0.1068649078574298,-1.034870386256282,0.7876798568391047,15.550865802945323,145.8109775924807,1,single_neural_seed,participant_resample_within_seed
PPG-BP,anyppg,finetuned,sbp,source_consistent_filter_resample_zscore_adaptation,zero,True,none,source_consistent_adaptation,source-faithful-v3,none,17,219.0,219.0,14.812739480974123,19.017703212863207,-0.44353282952815826,19.012530450249862,0.12503623167366174,0.3926047679092586,1.7573167239713579,-96.11561620258057,13.20021984052511,16.489986430136984,17.051040358231074,20.914985444650117,-3.03147842218417,2.061611285312021,17.044457451953203,20.819543224079567,0.06247774948291561,0.17192785228013363,0.2658616347129499,0.4999432502486843,1.1848313179720082,2.3163278453642815,-166.89046300350537,-23.23232910534825,1,single_neural_seed,participant_resample_within_seed
PPG-BP,anyppg,finetuned,sbp,source_consistent_filter_resample_zscore_adaptation,zero,True,none,source_consistent_adaptation,source-faithful-v3,none,23,219.0,219.0,14.97886329680365,18.92841706811005,0.9541674246575338,18.904352335640656,0.13323267402241668,0.41116667931632966,1.8049348654907564,-104.70976681506973,13.471861390677319,16.56928083850837,17.130436830406296,20.728750320295774,-1.6560167161719945,3.3294410063165834,17.05777496462979,20.682247167619057,0.07041175871687232,0.17986752376675236,0.29553659544689437,0.5137815754550665,1.2431028694688218,2.356933597362505,-175.41925037491617,-32.99364508820958,1,single_neural_seed,participant_resample_within_seed
PPG-BP,anyppg,finetuned,sbp,source_consistent_filter_resample_zscore_adaptation,zero,True,none,source_consistent_adaptation,source-faithful-v3,none,42,219.0,219.0,15.134920917808216,19.313884061968903,1.7019884003044141,19.238746140131006,0.09757071864859557,0.34609102920341517,1.553362846263826,-73.44392861572459,13.62382615365297,16.73573645859969,17.478958318042494,21.19142669024533,-0.760309476712328,4.3473274630898,17.293363103888648,21.11692465036275,0.020129525035408533,0.15329517863620742,0.20381615158254118,0.4700208335022799,0.9153977869326367,2.1651882333817523,-151.70616575925993,8.689425303543269,1,single_neural_seed,participant_resample_within_seed
PPG-BP,anyppg,finetuned_demographics,dbp,source_consistent_filter_resample_zscore_adaptation,zero,True,none,source_consistent_adaptation,source-faithful-v3,age/sex/BMI,17,219.0,219.0,8.53126000152207,11.16291089900247,-1.8542502085235912,11.007830662908036,-0.013958875795522907,0.12737098863076052,0.7306299659271789,20.708823214782893,7.621082899086758,9.52788628340944,9.944463920733824,12.394731191413443,-3.301779892960428,-0.4022405205479454,9.855312325222261,12.114076210064978,-0.08587923951134385,0.04200982389162483,-0.007138335875365357,0.264378487363868,-0.04095996094393281,1.4859423694989125,-32.32297444571329,74.84565541640825,1,single_neural_seed,participant_resample_within_seed
PPG-BP,anyppg,finetuned_demographics,dbp,source_consistent_filter_resample_zscore_adaptation,zero,True,none,source_consistent_adaptation,source-faithful-v3,age/sex/BMI,23,219.0,219.0,8.619721613394216,11.031415881137455,0.03520363470319595,11.031359709787155,0.00978855874446849,0.11977968874081325,0.639771916525717,25.859618769220482,7.66326697191781,9.531303274086753,9.87060844469959,12.148460493389818,-1.4527306934170476,1.470146775152206,9.834732656794774,12.110267825073214,-0.04244886967051499,0.048847472756677085,-0.003836322844201616,0.23431341514288961,-0.023707158446167904,1.259614900455951,-18.744304543938735,72.82527258635024,1,single_neural_seed,participant_resample_within_seed
PPG-BP,anyppg,finetuned_demographics,dbp,source_consistent_filter_resample_zscore_adaptation,zero,True,none,source_consistent_adaptation,source-faithful-v3,age/sex/BMI,42,219.0,219.0,8.6092141369863,11.074617683212546,-0.3749828919330288,11.068267464245773,0.0020175372060384777,0.09589212611972933,0.5524746668909742,32.36155720799326,7.62226690787671,9.594103972831043,9.850304250323893,12.236893027478772,-1.8623952243911728,1.0423413020928454,9.830013827906502,12.178252800351176,-0.05056102320746205,0.04372533248976304,-0.03495637745632128,0.22315616581378775,-0.20770286503255164,1.2688814599373537,-19.120957281114656,86.59825106335151,1,single_neural_seed,participant_resample_within_seed
PPG-BP,anyppg,finetuned_demographics,sbp,source_consistent_filter_resample_zscore_adaptation,zero,True,none,source_consistent_adaptation,source-faithful-v3,age/sex/BMI,17,219.0,219.0,14.008039391171991,18.140405421404243,-0.5664480487062408,18.131559377533673,0.2038994642185249,0.46069767335215667,1.2327638706629358,-29.082724571109345,12.545165268949779,15.636436809284632,16.33118832914746,20.093251297085917,-2.927617051902589,1.763968991856926,16.309415626893735,20.002107708885493,0.1270622034704299,0.2724913866928818,0.3636093791580816,0.5457350788384637,0.9880046715608553,1.4940881351411066,-62.08915583131137,1.620760632726228,1,single_neural_seed,participant_resample_within_seed
PPG-BP,anyppg,finetuned_demographics,sbp,source_consistent_filter_resample_zscore_adaptation,zero,True,none,source_consistent_adaptation,source-faithful-v3,age/sex/BMI,23,219.0,219.0,13.826625506849314,17.61231571798636,1.4806605357686453,17.549966077683646,0.24957574560122864,0.5462611529865272,1.6178683051176606,-81.44880100897849,12.452060486910193,15.265996258181112,16.013877593545658,19.269456963770796,-0.8545592971841699,3.874261137138505,15.799461869470607,19.2030968167667,0.17904329126526214,0.30672119042962825,0.4612398134971258,0.6223769052285705,1.3535145601217646,1.9157089712602522,-119.31731913182205,-47.842414043078925,1,single_neural_seed,participant_resample_within_seed
PPG-BP,anyppg,finetuned_demographics,sbp,source_consistent_filter_resample_zscore_adaptation,zero,True,none,source_consistent_adaptation,source-faithful-v3,age/sex/BMI,42,219.0,219.0,14.158323908675797,17.918770016423004,2.4818009954337885,17.746069500611224,0.22323378267227945,0.5064030153858785,1.3646350060445793,-50.04005328978015,12.74864478858447,15.641783793949768,16.27334990064577,19.671717586888956,0.09899443945966423,4.8470731019406355,15.926064046428662,19.491182426610045,0.13711028984253246,0.29063248280051535,0.4153947940489513,0.5863100379134893,1.083197149966852,1.6478956258130921,-86.03291193468826,-14.085466868676901,1,single_neural_seed,participant_resample_within_seed
PPG-BP,anyppg,frozen,dbp,source_consistent_filter_resample_zscore_adaptation,zero,True,none,source_consistent_adaptation,source-faithful-v3,none,20260715,219.0,219.0,8.345249091039086,10.369485288652886,0.16350627622631253,10.368196123204036,0.12505687236556018,0.3587838628559747,0.8592948147853073,9.96907108891505,7.503473749558712,9.15184488931983,9.396554576479547,11.30100138640605,-1.2139531894688949,1.5584869466081896,9.355620395481797,11.265465218059019,0.0008858102105858126,0.21767246665919335,0.2283583782124986,0.47604759617341474,0.5298094454495981,1.210727611734443,-14.655011947745523,33.75976531217309,1,single_deterministic_fit,participant_resample_within_seed
PPG-BP,anyppg,frozen,sbp,source_consistent_filter_resample_zscore_adaptation,zero,True,none,source_consistent_adaptation,source-faithful-v3,none,20260715,219.0,219.0,12.756205577496573,16.308341928471698,-0.04475511404124004,16.308280517446196,0.3565814829600067,0.5974290544402814,1.0316116509077446,-3.998389273853453,11.452228630210215,14.178211191236212,14.675171640114291,18.00476923836636,-2.1551887985953058,2.1326041487266245,14.659429939290538,17.949933344720588,0.2526259292668354,0.43745569989780414,0.5109501780239244,0.6675249914271589,0.8572853964184366,1.21822943149309,-27.311811724741712,17.208377069691952,1,single_deterministic_fit,participant_resample_within_seed
PPG-BP,anyppg,frozen_demographics,dbp,source_consistent_filter_resample_zscore_adaptation,zero,True,none,source_consistent_adaptation,source-faithful-v3,age/sex/BMI,20260715,219.0,219.0,7.841886952477491,9.964415691770629,0.1190576654931789,9.963704399002014,0.1920786244208057,0.44094572311697156,0.9030858736319403,6.855694304151998,7.094157084532709,8.649747638297939,9.043515094502899,10.901964587695792,-1.3085907331204303,1.4459337405189114,9.009681681939298,10.861549279715922,0.05231630625451591,0.29703975513279396,0.323443507491904,0.5589881756149749,0.6056349894366909,1.246349027103227,-17.157672100402312,27.761392359311408,1,single_deterministic_fit,participant_resample_within_seed
PPG-BP,anyppg,frozen_demographics,sbp,source_consistent_filter_resample_zscore_adaptation,zero,True,none,source_consistent_adaptation,source-faithful-v3,age/sex/BMI,20260715,219.0,219.0,12.170146570444693,15.332305122754393,-0.0721813970897526,15.332135214090528,0.4312926446857467,0.6570945579995934,1.0340438110403916,-4.281103671933604,10.944541720061393,13.455580465193856,13.837652661123728,16.81424225628897,-2.1173702397749286,1.9665624116971963,13.804727830100635,16.78819882260899,0.33986685220049295,0.5070247737686137,0.5897762546156269,0.71881668223844,0.879916676801516,1.2007581859424628,-24.899273611565125,14.972970434818551,1,single_deterministic_fit,participant_resample_within_seed
PPG-BP,demographics,demographics,dbp,none,none,False,not_applicable,not_applicable,source-faithful-v3,age/sex/BMI,20260715,219.0,219.0,8.569516370805523,10.934484703425973,-0.040337762197136307,10.934410299343881,0.02711374562186708,0.1719485033057246,0.7768601078497055,16.063785213746968,7.703703343061818,9.47836031969606,9.83850312744083,12.060130145752623,-1.4808871509259556,1.3513249187083411,9.82906964073807,12.055915760274448,-0.030544572700839847,0.07083619728554359,0.056522417327138565,0.27722705928207014,0.2691692135552722,1.275619246152152,-20.08479630365217,53.61949780879377,1,single_deterministic_fit,participant_resample_within_seed
PPG-BP,demographics,demographics,sbp,none,none,False,not_applicable,not_applicable,source-faithful-v3,age/sex/BMI,20260715,219.0,219.0,13.95000131706078,18.2789774064003,-0.013098133123937206,18.278972713547148,0.1916904117996513,0.44013052998962965,0.9072610650864136,11.87738550967301,12.452653925532022,15.493238166479887,16.39413910142766,20.086030513841376,-2.4032885113216724,2.490863964466281,16.31345044727252,20.032241795569938,0.0837875242522458,0.2743353069036254,0.32793477029763063,0.526988592559417,0.6954573088945459,1.0997598743584704,-12.392678277183855,38.79104489039124,1,single_deterministic_fit,participant_resample_within_seed
PPG-BP,handcrafted_ppg,ppg_features,dbp,handcrafted_morphology_and_statistics_v1,none,False,not_applicable,not_applicable,source-faithful-v3,none,20260715,219.0,219.0,8.494205043891897,10.666721643076691,-0.07295301892670619,10.666472165993317,0.07417831541929043,0.27390315114330244,1.1152605788060537,-8.200032015499186,7.653157474914358,9.385134433314068,9.620494040970232,11.662788608034958,-1.4957757856641534,1.3315276755754981,9.575024034225772,11.619701885244112,0.011976213622737576,0.1252158891800494,0.16151194983944328,0.38452178032843226,0.6415113856965136,1.666424874917578,-47.15735886210092,25.22162639843809,1,single_deterministic_fit,participant_resample_within_seed
PPG-BP,handcrafted_ppg,ppg_features,sbp,handcrafted_morphology_and_statistics_v1,none,False,not_applicable,not_applicable,source-faithful-v3,none,20260715,219.0,219.0,13.26757045192977,17.5004404553956,-0.21553136693316516,17.499113187893695,0.25907901250450927,0.5125989357503521,1.1318632130454571,-16.62731386279272,11.809347526098268,14.858590142440674,15.683043031222384,19.326631722236662,-2.6159293823359167,1.9843165635779332,15.645501027064851,19.277983427252035,0.17148272498912637,0.33339720342451873,0.42196853176198434,0.5948307232947856,0.9189884608051736,1.344702025292694,-43.487769660547706,9.725266289331413,1,single_deterministic_fit,participant_resample_within_seed
PPG-BP,handcrafted_ppg,ppg_features_demographics,dbp,handcrafted_morphology_and_statistics_v1,none,False,not_applicable,not_applicable,source-faithful-v3,age/sex/BMI,20260715,219.0,219.0,8.061503667998222,10.200492700459515,-0.15633956132524096,10.199294547844596,0.15334257094292714,0.39250526888801773,0.9451460788197725,4.088980388971428,7.244596747588517,8.88838195784003,9.175516551292533,11.153057488812864,-1.4745076893674434,1.233315844840659,9.14263200784036,11.105899881462818,0.0488256595885063,0.2331014402797517,0.28457270005186996,0.4942310743239651,0.6283109312260863,1.2851240130239805,-19.575656182299696,26.553306586154672,1,single_deterministic_fit,participant_resample_within_seed
PPG-BP,handcrafted_ppg,ppg_features_demographics,sbp,handcrafted_morphology_and_statistics_v1,none,False,not_applicable,not_applicable,source-faithful-v3,age/sex/BMI,20260715,219.0,219.0,12.693805413355822,16.398160041189,-0.2656848239154841,16.39600757229603,0.34947471784975226,0.5929186860652772,1.0795089070340589,-9.885974314038766,11.329723193225858,14.103454913883684,14.76336785074055,18.106668072191145,-2.40048734325,1.8582325275535287,14.684641749251183,18.009819210777525,0.2638035073957861,0.4219962350058035,0.5192483042652348,0.6589789619600475,0.9124048644088407,1.249010018094103,-31.378187334600508,10.694369765503657,1,single_deterministic_fit,participant_resample_within_seed
PPG-BP,papagei_p,finetuned,dbp,official_ppgbp_notebook_equivalent,zero,True,unknown,source_consistent_adaptation,source-faithful-v3,none,17,219.0,219.0,8.68657406392694,10.961383998551987,0.489810709284627,10.950434906102206,0.02232117518274468,0.17061381994185262,1.687999892046796,-50.259121435155336,7.792539064231353,9.626356976103509,9.850383858666065,12.029345804721732,-0.995477561643835,1.8425428853881278,9.785536833335374,12.01093507291739,-0.02600186015002614,0.047836159946721246,0.015518898200165733,0.3102600893409509,0.14681785689449256,3.3449273903758123,-169.00366304672747,60.53103694209969,1,single_neural_seed,participant_resample_within_seed
PPG-BP,papagei_p,finetuned,dbp,official_ppgbp_notebook_equivalent,zero,True,unknown,source_consistent_adaptation,source-faithful-v3,none,23,219.0,219.0,8.688119896499238,10.994040301863699,0.50399700152207,10.982481922655735,0.01648706965661062,0.1450074723780259,1.5219677632217206,-38.27009346439101,7.781048924086763,9.52468489257992,9.96136850628818,12.023073683159247,-0.9245924874429217,1.8492339669330293,9.898918637702925,12.006282242584735,-0.02479266869627253,0.04076859785083763,0.00441486269926882,0.2820051941620132,0.041152624976509865,3.207208043328398,-160.14098338792832,68.63424458135404,1,single_neural_seed,participant_resample_within_seed
PPG-BP,papagei_p,finetuned,dbp,official_ppgbp_notebook_equivalent,zero,True,unknown,source_consistent_adaptation,source-faithful-v3,none,42,219.0,219.0,8.711790902587518,11.006988011563937,0.5636199984779302,10.99254827526484,0.014169134096560732,0.1309443226708604,1.17824697554566,-13.471006664549764,7.807011097945204,9.577975669863013,9.880234382866007,12.02256080881488,-0.9532095288812771,2.0335595252663623,9.821677319286708,12.001538251853363,-0.03441345061815706,0.04216402477514236,-0.0014313852065859782,0.2707810556109855,-0.011532289468566461,2.6318646814736844,-118.60333598224668,72.22848037023246,1,single_neural_seed,participant_resample_within_seed
PPG-BP,papagei_p,finetuned,sbp,official_ppgbp_notebook_equivalent,zero,True,unknown,source_consistent_adaptation,source-faithful-v3,none,17,219.0,219.0,15.841203684931505,19.87954940727548,0.3012339771689503,19.877266983348232,0.04393589929700481,0.27995028783706255,2.9476949303820876,-250.08617394638298,14.246878092617967,17.461406971917803,18.01889221267557,21.70427067816912,-2.5318878186453526,2.9688354124809724,17.896922967087004,21.631840229431816,0.011999808948410764,0.06016847116992901,0.19596006265993404,0.37619353390727467,1.8967832016067345,5.003787748748663,-512.6987870026157,-115.24454177738957,1,single_neural_seed,participant_resample_within_seed
PPG-BP,papagei_p,finetuned,sbp,official_ppgbp_notebook_equivalent,zero,True,unknown,source_consistent_adaptation,source-faithful-v3,none,23,219.0,219.0,15.84780510045662,19.923772542831138,0.44955602891932966,19.91870005084002,0.03967753521602946,0.25759095346681693,2.6897368338062178,-217.40291381737921,14.291684333904112,17.486571858675802,18.043677789506464,21.7431266213885,-2.1404067632420087,3.219512879832567,17.980434232480377,21.700208774869168,0.005374287246027116,0.05549992114843084,0.1745597401213683,0.35680276294705426,1.6520917278672624,4.769928586881533,-485.341594592954,-84.4421356405416,1,single_neural_seed,participant_resample_within_seed
PPG-BP,papagei_p,finetuned,sbp,official_ppgbp_notebook_equivalent,zero,True,unknown,source_consistent_adaptation,source-faithful-v3,none,42,219.0,219.0,15.836438846270928,19.918988709248698,0.34613182952815913,19.91598111958747,0.04013863979037968,0.24140240072946506,2.239124159626927,-159.31502735993294,14.33171014817352,17.393528210806686,18.088943086477123,21.670681291635333,-2.293331638394214,3.0683235351217655,18.04345480651732,21.625418678255773,0.008443266372764184,0.05811912733369703,0.15940117460681788,0.33521254236809644,1.338392309060914,3.952032294096534,-378.98704911648633,-44.25800663854958,1,single_neural_seed,participant_resample_within_seed
PPG-BP,papagei_p,finetuned_demographics,dbp,official_ppgbp_notebook_equivalent,zero,True,unknown,source_consistent_adaptation,source-faithful-v3,age/sex/BMI,17,219.0,219.0,8.570721517503804,10.813966237542642,0.5807288660578386,10.798361902197914,0.04844160893226335,0.2765056132456761,2.352407031657982,-98.53562958644122,7.702035750418563,9.4659420630898,9.77057392735404,11.829070804263472,-0.8159031767123297,2.0442443834094357,9.65734722252925,11.811713801407313,-0.005195135447962395,0.07889182474587561,0.13098617194702655,0.4129369307697078,1.0337087366941708,3.7516137558200136,-199.59675707866492,-3.6395541973865346,1,single_neural_seed,participant_resample_within_seed
PPG-BP,papagei_p,finetuned_demographics,dbp,official_ppgbp_notebook_equivalent,zero,True,unknown,source_consistent_adaptation,source-faithful-v3,age/sex/BMI,23,219.0,219.0,8.560900824961948,10.814990048778208,0.4961675738203961,10.803602523874192,0.04826142300092551,0.26034425252283705,2.03391038511448,-75.29491339382766,7.681385521042619,9.455459931164384,9.782238432127883,11.891079214845357,-0.9251939001902582,1.9093007784627094,9.727007656923757,11.866654952582907,0.001472365696469944,0.07886239530370544,0.13378615282022183,0.3883791180695791,1.028635964682721,3.2608682766774764,-163.7668912755666,-2.160853482951624,1,single_neural_seed,participant_resample_within_seed
PPG-BP,papagei_p,finetuned_demographics,dbp,official_ppgbp_notebook_equivalent,zero,True,unknown,source_consistent_adaptation,source-faithful-v3,age/sex/BMI,42,219.0,219.0,8.60020202435312,10.886107857762514,0.4487476377473366,10.87685477739107,0.035703277825465785,0.2103442503804674,1.6528580088297964,-47.64911689839527,7.744096614459665,9.474768423439878,9.822631901737156,11.933040394329234,-0.9867179298325717,1.8497848277016746,9.746878195024546,11.893974374659111,-0.014819221574361434,0.06548309872202575,0.0670160643281907,0.33876573158816353,0.5128591911747512,2.819754043926836,-131.1652593758533,35.3175282856785,1,single_neural_seed,participant_resample_within_seed
PPG-BP,papagei_p,finetuned_demographics,sbp,official_ppgbp_notebook_equivalent,zero,True,unknown,source_consistent_adaptation,source-faithful-v3,age/sex/BMI,17,219.0,219.0,14.85191814155251,18.688513457794134,1.594593447488586,18.620360012614658,0.1550647018944168,0.5229291825445621,2.782892013924946,-232.55006643977424,13.368468760426184,16.310169603995437,16.94929193032274,20.247831506628362,-0.8540657015601217,4.03137048976408,16.75332719053723,20.19795550715653,0.10522185142757368,0.18936368155282648,0.43995952124459303,0.5945927447487684,2.241073929002616,3.3876331685255616,-310.3876367064089,-163.02116180650032,1,single_neural_seed,participant_resample_within_seed
PPG-BP,papagei_p,finetuned_demographics,sbp,official_ppgbp_notebook_equivalent,zero,True,unknown,source_consistent_adaptation,source-faithful-v3,age/sex/BMI,23,219.0,219.0,14.535427383561643,18.44088947191173,0.9607497366818865,18.415845472275517,0.1773072538552678,0.5210527251136667,2.392226190399337,-180.42699668702755,13.062981889459664,15.99663534687977,16.658839987326697,20.10972779911447,-1.544017618873668,3.3764259966894974,16.528497374683134,20.104310471856994,0.130662784538897,0.21544360324673176,0.4475528650590106,0.594505395235124,1.9561050914748987,2.8704380431888716,-241.6608132046095,-124.63007241372448,1,single_neural_seed,participant_resample_within_seed
PPG-BP,papagei_p,finetuned_demographics,sbp,official_ppgbp_notebook_equivalent,zero,True,unknown,source_consistent_adaptation,source-faithful-v3,age/sex/BMI,42,219.0,219.0,14.4966808782344,18.418147160176076,0.7709016636225265,18.402006831835656,0.1793351818320984,0.5135672221949168,2.2773841211306616,-165.19081306193902,12.972997105365293,15.990640449771693,16.60505595975641,20.122952630410474,-1.543750901750381,3.261291664916286,16.519484597159515,20.07695992756459,0.13287110489849918,0.21696606773311727,0.4361064095056606,0.5857314284423027,1.8452379869465867,2.767187109333682,-227.6739813225453,-110.09334752692021,1,single_neural_seed,participant_resample_within_seed
PPG-BP,papagei_p,frozen,dbp,official_ppgbp_notebook_equivalent,zero,True,unknown,released_exact,source-faithful-v3,none,20260715,219.0,219.0,8.545962590288429,10.689857546857,0.0677726584672673,10.68964270866243,0.07015778285057239,0.26569140822022175,0.9302580972717319,4.947861878286723,7.782004649166193,9.354019200823432,9.76010998383116,11.621822663299753,-1.395405546437464,1.5095325915412086,9.726008560774048,11.598725784822898,-0.008461245936277843,0.12409418541628497,0.14123486269643434,0.37014854898485333,0.4886364531939975,1.4089101739513339,-28.858777956159813,36.81688713661434,1,single_deterministic_fit,participant_resample_within_seed
PPG-BP,papagei_p,frozen,sbp,official_ppgbp_notebook_equivalent,zero,True,unknown,released_exact,source-faithful-v3,none,20260715,219.0,219.0,13.857615595920642,17.84308651072763,-0.11204733278202847,17.842734701399525,0.22978158010729088,0.4887963767349998,1.2426489176955846,-30.906530137115954,12.354740369034847,15.468350831182574,15.964997467063924,19.643631005244067,-2.675730413353942,2.358599805747385,15.93335102999429,19.563350389242103,0.14715830799798452,0.2989124653958185,0.3893553882991395,0.5787515460721504,0.9594818237497978,1.5507158991025736,-69.15814974217714,4.724197235125156,1,single_deterministic_fit,participant_resample_within_seed
PPG-BP,papagei_p,frozen_demographics,dbp,official_ppgbp_notebook_equivalent,zero,True,unknown,released_exact,source-faithful-v3,age/sex/BMI,20260715,219.0,219.0,8.113958273340362,10.22797006073527,0.0603132948316136,10.227792228519485,0.14877509656194465,0.3873390094259398,0.9170720079534327,5.903007794153807,7.2724976737621585,8.94845797282253,9.208759528373074,11.191946751355523,-1.2351019849773666,1.4442200346394347,9.184191552468361,11.147598252985588,0.04498205545929466,0.2231551104077674,0.2805952542314323,0.4833411306091255,0.6254028956480625,1.2354750451965264,-16.685671597455194,26.37436000948538,1,single_deterministic_fit,participant_resample_within_seed
PPG-BP,papagei_p,frozen_demographics,sbp,official_ppgbp_notebook_equivalent,zero,True,unknown,released_exact,source-faithful-v3,age/sex/BMI,20260715,219.0,219.0,12.794788047591252,16.360771260359783,0.0036072182949392594,16.360770862700534,0.35243780870111374,0.5948361988691888,1.0669264485729817,-8.5667668512848,11.485864374330777,14.209729196632178,14.789283925854582,17.949971975178062,-2.135427612218189,2.067010226351208,14.75971807630668,17.942737374733305,0.2552361361641315,0.43587846674727837,0.5139650269859872,0.6672339671672002,0.8940305654152592,1.2531722745343512,-31.670135596811818,13.232409151085431,1,single_deterministic_fit,participant_resample_within_seed
PPG-BP,papagei_s,finetuned,dbp,official_ppgbp_notebook_equivalent,zero,True,unknown,source_consistent_adaptation,source-faithful-v3,none,17,219.0,219.0,8.827629996955858,11.178973991614406,0.5132270471841702,11.167186642267154,-0.01687908790725512,-0.04070521146247209,-0.46611468433789827,105.57855854462996,7.89834834969558,9.742620174391174,10.013019112966496,12.330963667691435,-0.8965550729832575,1.9657848767503783,9.95117731506039,12.298028065218707,-0.05942050038493892,0.004627482209888714,-0.17188936182529302,0.08991532921518816,-2.0101673597855245,1.0256762759128895,-2.1330569854196493,218.72454078105324,1,single_neural_seed,participant_resample_within_seed
PPG-BP,papagei_s,finetuned,dbp,official_ppgbp_notebook_equivalent,zero,True,unknown,source_consistent_adaptation,source-faithful-v3,none,23,219.0,219.0,8.817208298325722,11.156696233309674,0.5689371141552513,11.14218028046948,-0.01283019862158219,-0.01673598624915852,-0.19547179861664685,86.0050410753093,7.971540297412481,9.758585272792995,10.063857829555724,12.247597718492274,-0.9162212515601204,1.9388202687214595,9.972879659668443,12.239217836967724,-0.05315126602259643,0.007944712302836438,-0.13174061285716054,0.1100893859254296,-1.5820525446623148,1.276178061222936,-21.648570985142413,186.55156746401184,1,single_neural_seed,participant_resample_within_seed
