dataset,model,condition,target,preprocessing_policy,padding_policy,padding_required,pretraining_overlap,source_fidelity,contract_version,demographic_fields,seed,n_subjects,n_measurements,mae,rmse,bias,error_std,r2,pearson,calibration_slope,calibration_intercept,mae_ci_low,mae_ci_high,rmse_ci_low,rmse_ci_high,bias_ci_low,bias_ci_high,error_std_ci_low,error_std_ci_high,r2_ci_low,r2_ci_high,pearson_ci_low,pearson_ci_high,calibration_slope_ci_low,calibration_slope_ci_high,calibration_intercept_ci_low,calibration_intercept_ci_high,n_seeds,aggregation_mode,bootstrap_mode
BUT PPG,anyppg,finetuned_demographics,sbp,source_consistent_filter_resample_zscore_adaptation,none,False,none,source_consistent_adaptation,source-faithful-v3,age/sex/BMI,23,38.0,66.0,11.860260302858688,14.087321057783127,1.360911358570524,14.021431269994288,0.06858527089084454,0.3129842672503052,1.850071680754544,-105.8014927761857,9.800782350891474,13.9625151184401,11.55063569958936,16.357302843215624,-2.7501516602764378,5.368509026051965,11.374050034135609,16.152081178226755,-0.0959719679585766,0.1586693311369852,0.024884489714741578,0.5679672807972203,0.15427333027573095,3.386494607496249,-294.9259082775378,102.89505675210951,1,single_neural_seed,participant_resample_within_seed
BUT PPG,anyppg,finetuned_demographics,sbp,source_consistent_filter_resample_zscore_adaptation,none,False,none,source_consistent_adaptation,source-faithful-v3,age/sex/BMI,42,38.0,66.0,12.09363030756418,14.703529427635225,-1.7972492155320188,14.593274919859647,-0.014680855914868562,0.07699206743933444,0.510536951228894,60.38732256078561,9.940205871258794,14.364249223522604,12.231167633928992,17.076503297919036,-6.133630275241449,2.5376926264685142,12.013652837384582,16.778408596894966,-0.22143171880792598,0.07003827596748156,-0.21308547466568184,0.361598721515007,-1.4018117081857608,2.443836884859275,-172.09688217396047,288.4613267763254,1,single_neural_seed,participant_resample_within_seed
BUT PPG,anyppg,frozen,dbp,source_consistent_filter_resample_zscore_adaptation,none,False,none,source_consistent_adaptation,source-faithful-v3,none,20260715,38.0,66.0,7.214152010236503,8.728307918837166,-0.851532513547523,8.686670910331934,-0.22877758193612419,-0.20889022713662678,-0.6923437713371188,127.98403802737171,5.874903596059571,8.643168842760984,7.161235508083925,10.205141644660774,-3.4026507281439096,1.6879656940727081,7.100756424778454,10.071797088021397,-0.4869725531381383,-0.10975856919275663,-0.4507994308534096,-0.0018727886341337657,-1.8164939547730823,-0.007539975956156757,76.84114224445334,213.1457413730877,1,single_deterministic_fit,participant_resample_within_seed
BUT PPG,anyppg,frozen,sbp,source_consistent_filter_resample_zscore_adaptation,none,False,none,source_consistent_adaptation,source-faithful-v3,none,20260715,38.0,66.0,13.993995060549077,16.51387053450798,-0.4742255369542992,16.50706000990459,-0.2799235424144577,-0.20147051916413994,-0.5538921501030926,188.53522643522828,11.687140174100216,16.3012058709338,14.22288249435302,18.64074445604982,-5.3552282311539,4.498612624598227,14.011483838826775,18.48528391119354,-0.5967221770517557,-0.13296167968616873,-0.404204562519511,-0.01099714671572582,-1.2229171490026887,-0.030839577586947716,125.83505965526317,268.63722503309685,1,single_deterministic_fit,participant_resample_within_seed
BUT PPG,anyppg,frozen_demographics,dbp,source_consistent_filter_resample_zscore_adaptation,none,False,none,source_consistent_adaptation,source-faithful-v3,age/sex/BMI,20260715,38.0,66.0,7.050586948635841,9.167623948822232,-0.4375116494034796,9.157178191105336,-0.35558496189948685,0.03644330145757677,0.05772960488815589,71.61301081380917,5.545382710969411,8.902343343045967,6.878200100986499,11.712500004276286,-2.9622653999807267,2.163614930618716,6.714172232558759,11.573209853767926,-1.4291556506345906,0.10429739621570214,-0.2059063466388556,0.36856796138554704,-0.25035137969045607,0.9079452616979485,7.224518899796272,95.3541738362289,1,single_deterministic_fit,participant_resample_within_seed
BUT PPG,anyppg,frozen_demographics,sbp,source_consistent_filter_resample_zscore_adaptation,none,False,none,source_consistent_adaptation,source-faithful-v3,age/sex/BMI,20260715,38.0,66.0,12.51169294333256,15.644034367573846,-0.7371625944348393,15.62665679546325,-0.1486396380121784,0.41477248361433194,0.42375673296601657,70.32593455731147,10.235724973489548,14.92802309496459,12.735330352609504,18.49894693361428,-4.824525847721968,3.7317848737856347,12.428419322964961,18.3344948311954,-0.9785630778458336,0.30222770865849186,0.17585197925955806,0.6227191234663041,0.16935869411309037,0.7676796416219395,30.202694117661366,101.15945181952384,1,single_deterministic_fit,participant_resample_within_seed
BUT PPG,demographics,demographics,dbp,none,none,False,not_applicable,not_applicable,source-faithful-v3,age/sex/BMI,20260715,38.0,66.0,6.353723344380746,7.8807719742334745,-0.1868749935581662,7.878556000095856,-0.0017300101404413848,0.16220555568664516,0.49457649360363815,38.491309846590305,5.016546266626816,7.7131389114692075,6.362696976318681,9.331902409014534,-2.400513817629876,2.099556400620358,6.294901380076099,9.202215918308909,-0.2136264707634632,0.11776533007134612,-0.0517574431308399,0.36888782792499664,-0.1612523454161746,1.2023018810967967,-15.595561535005851,89.65970289948176,1,single_deterministic_fit,participant_resample_within_seed
BUT PPG,demographics,demographics,sbp,none,none,False,not_applicable,not_applicable,source-faithful-v3,age/sex/BMI,20260715,38.0,66.0,8.3810729419942,10.598641502724389,-0.18664363154222663,10.596997964427315,0.4727863070803022,0.6881868573292189,0.964241036003,4.524683574277159,6.75066222238518,10.15132331450117,8.830428627757831,12.415948080614726,-3.061892955729051,2.810354726291131,8.726944935190845,12.261183563566624,0.16711492148275914,0.6282547459033557,0.5083444886266865,0.8111554380468041,0.6483147007592045,1.253996125452894,-30.509546313723426,41.97002674780691,1,single_deterministic_fit,participant_resample_within_seed
BUT PPG,handcrafted_ppg,ppg_features,dbp,handcrafted_morphology_and_statistics_v1,none,False,not_applicable,not_applicable,source-faithful-v3,none,20260715,38.0,66.0,6.599834417072999,8.03767173399658,0.12393167130070348,8.036716235150784,-0.04201433096871465,-0.1488423928673007,-1.4314113774908217,184.90067738369976,5.326187610876759,7.94542654558404,6.467568893946022,9.54031896430034,-2.1481070086686413,2.4407869309621364,6.383363585427187,9.415740472143147,-0.18306044228641793,-0.005267028731388088,-0.3909434938431633,0.078043981299151,-4.010113353035983,0.7499654694624505,17.798131192020787,381.1882162806421,1,single_deterministic_fit,participant_resample_within_seed
BUT PPG,handcrafted_ppg,ppg_features,sbp,handcrafted_morphology_and_statistics_v1,none,False,not_applicable,not_applicable,source-faithful-v3,none,20260715,38.0,66.0,12.13233159976643,14.466611799011808,0.6549525361774918,14.45177823379055,0.01775476269428866,0.16943135888750588,0.6418406444265302,43.09598654428762,10.099966437846927,14.34933210843023,12.257577433314026,16.69803573593739,-3.4898992925490777,4.667695880334775,12.10444379987506,16.604813753483466,-0.18625167865626746,0.10961856505147397,-0.053637712375515186,0.38486753033058746,-0.18280968072642348,1.7390728927936403,-91.32170741640725,143.38265631023785,1,single_deterministic_fit,participant_resample_within_seed
